Unnamed: 0,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value
3096,-118.16,33.92,44.0,1368.0,277.0,899.0,271.0,3.5938,<1H OCEAN,190256.0
3097,-115.56,32.79,18.0,1178.0,438.0,1377.0,429.0,1.3373,INLAND,62839.0
3098,-119.17,34.27,18.0,8010.0,1539.0,3982.0,1483.0,4.0905,NEAR OCEAN,218281.0
3099,-121.44,38.54,39.0,2855.0,,1217.0,562.0,3.2404,INLAND,111195.0
3100,-120.37,37.98,29.0,2508.0,591.0,1112.0,550.0,1.6021,INLAND,96455.0
3101,-120.91,37.74,19.0,1690.0,327.0,855.0,296.0,3.25,INLAND,134677.0
3102,-117.9,33.74,24.0,1435.0,494.0,3171.0,504.0,3.0833,<1H OCEAN,166666.0
3103,-116.95,32.84,31.0,1307.0,,752.0,231.0,3.4286,<1H OCEAN,150886.0
3104,-122.32,37.53,39.0,2795.0,464.0,1183.0,443.0,5.779,NEAR OCEAN,400927.08
3105,-118.08,33.92,34.0,2118.0,437.0,1414.0,442.0,3.7238,<1H OCEAN,170575.0
3106,-117.83,34.01,16.0,9446.0,1650.0,4911.0,1534.0,5.0111,<1H OCEAN,265806.0
3107,-122.69,38.34,15.0,3091.0,697.0,1602.0,682.0,4.0071,<1H OCEAN,192056.0
3108,-118.18,33.8,30.0,2734.0,758.0,2951.0,691.0,1.7689,NEAR OCEAN,144971.01
3109,-121.67,37.13,19.0,3269.0,483.0,1383.0,452.0,5.6205,<1H OCEAN,291147.03
3110,-119.79,36.32,19.0,3252.0,614.0,1971.0,607.0,3.0667,INLAND,96611.0
3111,-116.88,33.93,37.0,1495.0,429.0,865.0,342.0,1.2188,INLAND,83070.0
3112,-119.57,37.02,16.0,4199.0,794.0,2140.0,722.0,3.332,INLAND,111192.0
3113,-118.3,34.09,29.0,3245.0,1190.0,3906.0,1102.0,2.1927,<1H OCEAN,235016.01
3114,-119.98,36.9,26.0,1284.0,239.0,820.0,254.0,2.5833,INLAND,96296.0
3115,-118.42,34.28,35.0,822.0,200.0,1197.0,203.0,3.2865,<1H OCEAN,143670.0
3116,-118.75,34.27,26.0,966.0,191.0,690.0,191.0,5.1698,<1H OCEAN,212850.0
3117,-118.33,33.99,44.0,1918.0,387.0,1041.0,364.0,2.8542,<1H OCEAN,147008.0
3118,-122.13,37.68,44.0,2147.0,399.0,1175.0,401.0,4.1974,NEAR BAY,204772.0
3119,-122.18,37.71,45.0,726.0,147.0,519.0,135.0,3.375,NEAR BAY,169517.0
3120,-121.83,38.0,8.0,2572.0,738.0,1384.0,684.0,1.7161,INLAND,147014.0
3121,-117.06,32.56,5.0,2706.0,925.0,3148.0,855.0,1.7301,NEAR OCEAN,121129.0
3122,-117.26,34.15,33.0,2271.0,389.0,1100.0,380.0,3.5978,INLAND,94953.0
3123,-118.35,34.03,49.0,2334.0,530.0,1334.0,447.0,1.89,<1H OCEAN,141113.0
3124,-121.97,37.52,23.0,4925.0,948.0,2530.0,894.0,5.0824,<1H OCEAN,237773.01
3125,-117.71,33.58,2.0,2530.0,562.0,1066.0,510.0,4.6336,<1H OCEAN,219778.07
3126,-119.29,34.26,32.0,3295.0,764.0,1344.0,600.0,3.6007,NEAR OCEAN,235710.0
3127,-118.12,33.97,35.0,708.0,145.0,471.0,153.0,3.2,<1H OCEAN,191378.0
3128,-118.08,33.72,14.0,2021.0,396.0,696.0,367.0,7.1673,NEAR OCEAN,397846.26
3129,-117.19,33.41,16.0,3031.0,554.0,1301.0,518.0,4.0882,<1H OCEAN,209213.0
3130,-118.06,33.99,46.0,1203.0,219.0,637.0,211.0,3.3611,<1H OCEAN,183263.0
3131,-117.66,33.63,16.0,3299.0,610.0,1967.0,604.0,5.5085,<1H OCEAN,261051.04
3132,-122.19,39.5,23.0,462.0,97.0,261.0,90.0,2.1705,INLAND,92584.99
3133,-118.97,35.38,42.0,1185.0,358.0,1038.0,299.0,0.9951,INLAND,49761.0
3134,-117.96,33.78,35.0,1330.0,201.0,658.0,217.0,6.37,<1H OCEAN,315171.05
3135,-118.19,33.77,21.0,2103.0,727.0,1064.0,603.0,1.6178,NEAR OCEAN,175261.04
3136,-122.51,38.06,24.0,9493.0,1935.0,5162.0,1880.0,3.0742,NEAR BAY,258082.0
3137,-117.97,33.91,19.0,8096.0,1318.0,3853.0,1313.0,6.0076,<1H OCEAN,290761.04
3138,-118.31,34.11,52.0,1875.0,303.0,735.0,293.0,5.8659,<1H OCEAN,417127.19
3139,-122.09,37.63,35.0,1213.0,221.0,790.0,243.0,4.7019,NEAR BAY,197856.0
3140,-119.59,34.43,28.0,2718.0,542.0,1066.0,442.0,4.2059,<1H OCEAN,310560.08
3141,-117.96,33.93,31.0,1471.0,321.0,841.0,330.0,3.46,<1H OCEAN,184535.0
3142,-118.35,34.03,43.0,2122.0,524.0,1510.0,436.0,2.2273,<1H OCEAN,139187.0
3143,-118.44,34.06,9.0,5102.0,1695.0,2609.0,1450.0,3.2545,<1H OCEAN,339796.17
3144,-118.03,33.82,20.0,2662.0,464.0,1275.0,472.0,6.0162,<1H OCEAN,281164.0
3145,-122.0,37.98,32.0,1013.0,169.0,436.0,173.0,5.1118,INLAND,193406.0
3146,-122.1,40.03,25.0,2516.0,,1266.0,494.0,1.7566,INLAND,61751.0
3147,-118.14,33.86,36.0,1774.0,348.0,934.0,333.0,4.8571,<1H OCEAN,218115.0
3148,-119.89,34.44,25.0,3160.0,507.0,1514.0,523.0,5.0767,NEAR OCEAN,317803.03
3149,-118.16,34.17,52.0,1193.0,228.0,703.0,221.0,3.1741,<1H OCEAN,222804.0
3150,-121.02,37.65,20.0,2973.0,620.0,1996.0,570.0,3.0645,INLAND,116126.0
3151,-121.98,38.35,16.0,1697.0,267.0,832.0,277.0,4.4375,INLAND,155823.0
3152,-118.34,34.06,52.0,2069.0,417.0,826.0,377.0,3.5481,<1H OCEAN,372087.09
3153,-117.06,32.62,36.0,786.0,125.0,408.0,138.0,3.9167,NEAR OCEAN,143631.0
3154,-122.76,38.35,30.0,2260.0,374.0,958.0,359.0,5.0323,<1H OCEAN,251404.0
3155,-118.22,33.8,36.0,1285.0,347.0,1291.0,337.0,3.7708,NEAR OCEAN,161831.01
3156,-118.32,33.98,40.0,1298.0,277.0,791.0,255.0,3.2344,<1H OCEAN,144194.0
3157,-117.75,33.84,16.0,3491.0,502.0,1496.0,509.0,6.6207,<1H OCEAN,282702.01
3158,-117.31,33.19,11.0,20944.0,3753.0,8738.0,3441.0,4.3762,NEAR OCEAN,227447.0
3159,-120.94,37.58,19.0,1549.0,369.0,770.0,370.0,2.0493,INLAND,118152.0
3160,-120.59,35.12,27.0,3055.0,677.0,1407.0,610.0,2.1702,<1H OCEAN,161339.0
3161,-122.11,38.01,39.0,1313.0,306.0,575.0,231.0,3.1711,NEAR BAY,146659.0
3162,-118.22,34.06,34.0,1083.0,364.0,1132.0,338.0,2.2344,<1H OCEAN,148318.0
3163,-119.01,35.35,34.0,1354.0,325.0,922.0,304.0,2.1875,INLAND,76055.0
3164,-118.17,33.92,43.0,2099.0,398.0,1276.0,387.0,3.1528,<1H OCEAN,165132.0
3165,-118.36,33.93,44.0,520.0,116.0,392.0,106.0,3.0132,<1H OCEAN,225809.0
3166,-119.5,36.74,20.0,1089.0,208.0,531.0,212.0,4.5938,INLAND,126515.0
3167,-117.14,32.79,31.0,984.0,161.0,422.0,158.0,5.282,NEAR OCEAN,200156.01
3168,-118.31,33.89,35.0,2144.0,423.0,1192.0,417.0,4.1458,<1H OCEAN,207402.0
3169,-119.36,35.55,29.0,510.0,84.0,236.0,73.0,2.7,INLAND,111375.0
3170,-121.93,37.73,8.0,831.0,231.0,404.0,224.0,3.375,<1H OCEAN,238754.0
3171,-122.23,37.46,33.0,2643.0,464.0,1015.0,427.0,4.2232,NEAR OCEAN,366125.07
3172,-121.29,38.03,16.0,4356.0,881.0,1629.0,818.0,2.2672,INLAND,119214.0
3173,-117.73,34.12,26.0,6459.0,894.0,2487.0,885.0,6.2089,INLAND,244369.0
3174,-118.02,33.77,33.0,2683.0,436.0,1520.0,456.0,5.0091,<1H OCEAN,233401.0
3175,-118.14,33.76,44.0,1633.0,536.0,741.0,513.0,3.385,NEAR OCEAN,380748.07
3176,-119.87,36.54,34.0,1370.0,287.0,818.0,269.0,2.4044,INLAND,70805.0
3177,-118.26,34.12,45.0,2839.0,698.0,1768.0,653.0,3.1306,<1H OCEAN,234824.0
3178,-118.13,33.86,45.0,1320.0,256.0,645.0,256.0,4.4,<1H OCEAN,217449.0
3179,-116.43,34.1,17.0,6683.0,1296.0,2677.0,1227.0,2.4828,INLAND,98936.0
3180,-118.28,33.96,42.0,1206.0,304.0,1167.0,250.0,1.615,<1H OCEAN,97841.0
3181,-118.13,34.2,46.0,2676.0,427.0,1022.0,395.0,6.4288,INLAND,349230.09
3182,-119.63,34.4,29.0,3865.0,814.0,1266.0,613.0,6.0069,<1H OCEAN,378556.2
3183,-117.94,33.75,30.0,5268.0,1093.0,4480.0,1050.0,4.015,<1H OCEAN,201821.0
3184,-121.82,36.86,17.0,1573.0,272.0,142.0,55.0,2.1719,NEAR OCEAN,220343.01
3185,-117.13,32.7,35.0,365.0,98.0,463.0,112.0,2.5588,NEAR OCEAN,177635.03
3186,-118.32,34.01,52.0,3104.0,645.0,1498.0,581.0,2.6667,<1H OCEAN,163128.01
3187,-116.99,32.76,21.0,3833.0,595.0,1645.0,589.0,4.625,<1H OCEAN,192291.0
3188,-122.52,37.9,16.0,1704.0,402.0,689.0,348.0,4.4239,NEAR BAY,342542.05
3189,-118.42,34.16,25.0,2769.0,566.0,1201.0,545.0,3.6641,<1H OCEAN,343905.0
3190,-118.39,34.18,42.0,1957.0,389.0,985.0,414.0,2.9327,<1H OCEAN,214097.0
3191,-121.96,37.53,28.0,2949.0,529.0,1538.0,545.0,4.9615,<1H OCEAN,235987.0
3192,-119.31,36.06,20.0,2236.0,434.0,1405.0,412.0,1.8827,INLAND,60213.0
3193,-122.37,38.33,29.0,1868.0,291.0,764.0,284.0,4.825,NEAR BAY,222492.0
3194,-118.44,34.28,46.0,11.0,11.0,24.0,13.0,2.875,<1H OCEAN,257044.04
3195,-118.39,33.86,24.0,2386.0,582.0,1152.0,568.0,4.8971,<1H OCEAN,364977.06
3196,-122.49,37.76,49.0,1637.0,304.0,729.0,281.0,4.3281,NEAR BAY,354874.06
3197,-121.65,40.88,15.0,2909.0,549.0,1537.0,522.0,3.0179,INLAND,98975.0
3198,-121.82,37.35,24.0,2298.0,575.0,2409.0,569.0,3.4509,<1H OCEAN,175427.0
3199,-120.05,36.95,18.0,2287.0,534.0,1339.0,505.0,2.2527,INLAND,80001.0
3200,-118.13,34.01,45.0,1179.0,268.0,736.0,252.0,2.7083,<1H OCEAN,178651.0
3201,-119.12,35.33,4.0,8574.0,1489.0,4250.0,1444.0,5.1036,INLAND,143256.0
3202,-118.5,34.23,26.0,3082.0,573.0,1590.0,586.0,4.5167,<1H OCEAN,231470.0
3203,-122.34,37.88,37.0,3061.0,930.0,2556.0,924.0,1.7375,NEAR BAY,185907.03
3204,-118.11,34.1,49.0,2812.0,478.0,1329.0,490.0,5.2503,<1H OCEAN,329560.01
3205,-118.14,33.8,43.0,2506.0,531.0,1230.0,543.0,3.4211,NEAR OCEAN,290420.02
3206,-118.13,33.88,32.0,1788.0,459.0,1131.0,461.0,3.5278,<1H OCEAN,207936.0
3207,-121.22,37.96,30.0,1737.0,381.0,1177.0,347.0,1.9875,INLAND,82881.0
3208,-117.27,32.85,34.0,2105.0,444.0,780.0,406.0,2.3187,NEAR OCEAN,294372.15
3209,-117.1,32.96,7.0,3619.0,770.0,1134.0,482.0,4.1279,<1H OCEAN,188564.0
3210,-122.78,38.44,14.0,4143.0,656.0,1569.0,629.0,3.9766,<1H OCEAN,193812.0
3211,-118.13,33.81,34.0,1903.0,343.0,928.0,349.0,5.395,<1H OCEAN,246154.0
3212,-122.25,40.66,15.0,2771.0,546.0,1423.0,505.0,3.6413,INLAND,121096.0
3213,-117.1,32.59,21.0,2350.0,667.0,1621.0,613.0,2.0734,NEAR OCEAN,130084.0
3214,-118.27,33.82,28.0,1642.0,434.0,1575.0,420.0,4.1292,<1H OCEAN,183274.0
3215,-118.17,33.89,52.0,63.0,12.0,47.0,8.0,7.2423,<1H OCEAN,188604.1
3216,-121.97,37.4,17.0,2937.0,558.0,1662.0,533.0,5.8792,<1H OCEAN,262902.0
3217,-117.16,34.06,17.0,2285.0,554.0,1412.0,541.0,1.8152,INLAND,84922.0
3218,-119.84,36.81,18.0,2789.0,378.0,937.0,364.0,7.7062,INLAND,241034.01
3219,-122.41,37.62,39.0,3119.0,758.0,1807.0,696.0,3.2216,NEAR OCEAN,274758.0
3220,-118.2,33.81,45.0,944.0,178.0,533.0,193.0,3.4808,NEAR OCEAN,183906.0
3221,-122.25,37.87,42.0,1756.0,465.0,2184.0,422.0,2.5562,NEAR BAY,252175.01
3222,-120.05,36.98,16.0,3705.0,739.0,2463.0,697.0,2.5288,INLAND,91809.0
3223,-117.01,32.83,17.0,15401.0,3280.0,7302.0,3176.0,3.3067,<1H OCEAN,175609.0
3224,-122.2,37.79,40.0,1060.0,256.0,667.0,235.0,4.1739,NEAR BAY,209288.0
3225,-122.83,38.96,15.0,1318.0,296.0,567.0,276.0,1.8692,INLAND,87883.0
3226,-118.26,33.97,44.0,1246.0,308.0,1031.0,295.0,1.9556,<1H OCEAN,98834.0
3227,-118.08,33.99,36.0,2024.0,590.0,2028.0,573.0,2.8152,<1H OCEAN,162014.0
3228,-120.4,37.3,28.0,1401.0,,967.0,257.0,1.5917,INLAND,65556.0
3229,-119.06,34.35,34.0,2426.0,646.0,2116.0,631.0,2.0682,<1H OCEAN,171482.0
3230,-119.03,34.22,24.0,3421.0,656.0,2220.0,645.0,4.7831,<1H OCEAN,248549.01
3231,-117.08,33.82,6.0,1771.0,293.0,935.0,279.0,4.065,INLAND,156560.0
3232,-122.05,37.94,22.0,4162.0,1194.0,1804.0,1185.0,2.5459,NEAR BAY,193839.0
3233,-118.44,34.05,22.0,3970.0,871.0,1588.0,791.0,4.8618,<1H OCEAN,449663.54
3234,-119.33,36.31,15.0,1472.0,228.0,892.0,257.0,5.3909,INLAND,136116.0
3235,-118.03,34.11,34.0,2837.0,460.0,1344.0,458.0,6.5722,INLAND,370045.3
3236,-118.2,33.94,42.0,618.0,163.0,680.0,179.0,3.3472,<1H OCEAN,130655.0
3237,-117.45,34.07,21.0,3465.0,639.0,2292.0,628.0,3.3553,INLAND,115146.0
3238,-124.14,41.95,21.0,2696.0,578.0,1208.0,494.0,2.275,NEAR OCEAN,89757.0
3239,-121.97,37.29,25.0,4096.0,743.0,2027.0,741.0,5.3294,<1H OCEAN,284926.0
3240,-117.9,33.76,26.0,2678.0,702.0,3262.0,685.0,3.6953,<1H OCEAN,179739.0
3241,-118.24,34.06,8.0,1204.0,552.0,1074.0,517.0,1.0227,<1H OCEAN,217582.01
3242,-117.12,32.56,20.0,2524.0,682.0,1819.0,560.0,2.9286,NEAR OCEAN,131715.0
3243,-121.99,38.36,35.0,2728.0,451.0,1290.0,452.0,3.2768,INLAND,114393.0
3244,-118.16,33.97,23.0,1516.0,457.0,1977.0,435.0,2.3068,<1H OCEAN,160638.0
3245,-117.69,34.03,20.0,6374.0,1412.0,3690.0,1350.0,3.4184,INLAND,136120.0
3246,-117.97,34.08,8.0,2027.0,480.0,1781.0,447.0,3.0806,INLAND,145084.0
3247,-120.23,37.96,52.0,1230.0,262.0,609.0,243.0,2.0057,INLAND,90425.0
3248,-118.49,34.25,28.0,4054.0,712.0,2164.0,746.0,5.0,<1H OCEAN,260793.0
3249,-122.02,37.31,33.0,2563.0,434.0,1230.0,418.0,6.3197,<1H OCEAN,361056.02
3250,-118.37,34.15,23.0,4604.0,1319.0,2391.0,1227.0,3.1373,<1H OCEAN,316463.04
3251,-121.88,37.35,43.0,1086.0,219.0,715.0,226.0,4.2381,<1H OCEAN,234485.0
3252,-118.66,34.02,23.0,8798.0,1465.0,2750.0,1208.0,8.7364,NEAR OCEAN,470605.6
3253,-121.1,39.08,13.0,1110.0,216.0,602.0,209.0,2.5887,INLAND,131920.0
3254,-118.43,33.99,45.0,2092.0,451.0,1190.0,429.0,3.8021,<1H OCEAN,307528.02
3255,-117.56,34.12,4.0,5351.0,1210.0,2988.0,1101.0,3.7973,INLAND,142086.0
3256,-121.76,36.75,21.0,1141.0,257.0,671.0,195.0,3.8424,<1H OCEAN,240559.0
3257,-117.17,32.69,45.0,3168.0,598.0,1341.0,562.0,4.5189,NEAR OCEAN,399627.02
3258,-118.44,33.98,21.0,18132.0,5419.0,7431.0,4930.0,5.3359,<1H OCEAN,399022.34
3259,-117.23,32.81,22.0,3205.0,429.0,1083.0,410.0,8.1844,NEAR OCEAN,396076.19
3260,-117.81,33.67,8.0,2440.0,502.0,1113.0,483.0,4.6019,<1H OCEAN,261977.03
3261,-117.38,34.14,11.0,10804.0,1493.0,5221.0,1482.0,5.246,INLAND,179799.0
3262,-117.32,34.07,52.0,1226.0,269.0,693.0,272.0,1.9963,INLAND,76057.0
3263,-117.25,32.8,37.0,1096.0,260.0,490.0,267.0,3.2663,NEAR OCEAN,296010.03
3264,-122.14,37.74,52.0,1071.0,201.0,440.0,192.0,4.0662,NEAR BAY,196224.0
3265,-118.41,34.09,37.0,2716.0,302.0,809.0,291.0,15.0001,<1H OCEAN,500001.0
3266,-118.18,33.79,20.0,1255.0,360.0,1201.0,318.0,1.2206,NEAR OCEAN,135397.0
3267,-121.75,36.92,46.0,1362.0,321.0,1068.0,305.0,2.4615,<1H OCEAN,164896.0
3268,-119.17,34.29,18.0,3932.0,724.0,1896.0,680.0,5.2953,NEAR OCEAN,292181.0
3269,-119.49,34.39,17.0,4617.0,982.0,2303.0,923.0,3.9224,NEAR OCEAN,273256.08
3270,-122.72,38.42,30.0,2099.0,406.0,1156.0,401.0,2.8036,<1H OCEAN,161643.0
3271,-118.3,34.08,34.0,2501.0,1047.0,3326.0,970.0,1.8771,<1H OCEAN,221850.0
3272,-121.13,36.21,27.0,1476.0,352.0,1156.0,358.0,3.1929,<1H OCEAN,169793.0
3273,-121.43,36.5,14.0,1835.0,468.0,1867.0,461.0,2.3879,<1H OCEAN,131237.0
3274,-118.32,33.94,37.0,2740.0,504.0,1468.0,479.0,4.5368,<1H OCEAN,198287.0
3275,-118.38,34.19,30.0,977.0,264.0,736.0,258.0,1.9866,<1H OCEAN,200389.0
3276,-122.0,38.35,34.0,1084.0,187.0,561.0,198.0,4.2115,INLAND,149170.0
3277,-117.16,32.71,5.0,2508.0,827.0,2066.0,761.0,1.3092,NEAR OCEAN,122458.01
3278,-118.11,33.89,34.0,2508.0,594.0,1549.0,545.0,3.2069,<1H OCEAN,195632.0
3279,-122.32,37.93,40.0,3056.0,489.0,1103.0,481.0,5.1067,NEAR BAY,310649.03
3280,-118.35,34.25,34.0,2795.0,460.0,1267.0,443.0,6.1464,<1H OCEAN,313923.0
3281,-122.04,37.67,18.0,3000.0,419.0,1155.0,415.0,6.8233,NEAR BAY,352158.03
3282,-122.35,37.97,43.0,2178.0,482.0,1545.0,471.0,2.5863,NEAR BAY,111361.0
3283,-121.95,37.36,27.0,3236.0,832.0,2230.0,798.0,3.5625,<1H OCEAN,256099.0
3284,-122.27,37.89,52.0,2640.0,366.0,973.0,355.0,7.266,NEAR BAY,368360.04
3285,-118.08,33.92,39.0,1631.0,322.0,1034.0,328.0,4.5382,<1H OCEAN,194121.0
3286,-117.76,33.87,16.0,3973.0,595.0,1971.0,575.0,6.4265,<1H OCEAN,274545.0
3287,-122.49,37.73,37.0,1399.0,224.0,530.0,235.0,3.9219,NEAR OCEAN,288546.0
3288,-119.71,36.83,15.0,2727.0,500.0,1228.0,436.0,3.5078,INLAND,102608.0
3289,-116.47,33.94,18.0,2233.0,471.0,919.0,388.0,3.2578,INLAND,122229.0
3290,-121.53,38.58,35.0,1316.0,321.0,732.0,336.0,2.1213,INLAND,99727.0
3291,-116.87,32.75,15.0,2053.0,321.0,993.0,309.0,5.5164,<1H OCEAN,204271.0
3292,-121.23,37.87,49.0,98.0,24.0,59.0,26.0,3.65,INLAND,173152.0
3293,-116.91,32.81,22.0,4331.0,637.0,1952.0,654.0,5.4834,<1H OCEAN,196003.0
3294,-119.39,34.32,19.0,3238.0,629.0,1195.0,443.0,4.8472,NEAR OCEAN,288756.0
3295,-117.06,32.77,32.0,3888.0,827.0,3868.0,841.0,3.0755,NEAR OCEAN,188624.0
3296,-117.86,33.74,9.0,525.0,171.0,1257.0,165.0,3.375,<1H OCEAN,151506.0
3297,-124.16,40.8,52.0,1703.0,500.0,952.0,435.0,1.1386,NEAR OCEAN,101772.0
3298,-118.42,34.23,33.0,2478.0,457.0,1567.0,446.0,5.6629,<1H OCEAN,234693.0
3299,-124.17,40.78,39.0,1606.0,330.0,731.0,327.0,1.6369,NEAR OCEAN,69636.0
3300,-121.39,38.51,19.0,1808.0,375.0,758.0,320.0,2.0062,INLAND,119659.0
3301,-118.23,34.13,48.0,1308.0,,835.0,294.0,4.2891,<1H OCEAN,259149.01
3302,-121.31,38.01,22.0,2101.0,514.0,1304.0,511.0,2.8348,INLAND,110476.0
3303,-119.69,36.69,36.0,1432.0,269.0,836.0,237.0,2.1563,INLAND,72913.0
3304,-121.94,37.25,16.0,3942.0,749.0,1894.0,737.0,5.2894,<1H OCEAN,270397.0
3305,-117.67,33.54,16.0,2102.0,350.0,1003.0,328.0,4.7981,<1H OCEAN,205777.01
3306,-121.92,37.33,52.0,2962.0,557.0,1215.0,506.0,4.7768,<1H OCEAN,340481.04
3307,-121.02,37.71,25.0,207.0,41.0,87.0,43.0,3.6023,INLAND,164230.0
3308,-117.71,34.1,41.0,555.0,130.0,1492.0,123.0,2.2813,INLAND,122828.0
3309,-117.38,33.19,26.0,4123.0,1145.0,1703.0,895.0,1.9891,NEAR OCEAN,158613.03
3310,-121.98,37.36,32.0,1199.0,229.0,814.0,238.0,4.6719,<1H OCEAN,249868.0
3311,-119.04,35.42,47.0,1691.0,402.0,913.0,358.0,1.8403,INLAND,61246.0
3312,-117.32,33.51,4.0,966.0,133.0,311.0,92.0,5.2066,<1H OCEAN,320825.05
3313,-117.87,33.72,39.0,3167.0,669.0,2789.0,619.0,3.5902,<1H OCEAN,183491.0
3314,-118.06,33.97,37.0,1645.0,308.0,1077.0,320.0,4.3203,<1H OCEAN,179537.0
3315,-121.32,38.67,10.0,3908.0,890.0,1898.0,798.0,2.8426,INLAND,131785.0
3316,-118.32,33.98,47.0,1528.0,331.0,864.0,308.0,1.9732,<1H OCEAN,118688.0
3317,-116.43,33.75,24.0,2596.0,438.0,473.0,237.0,3.7727,INLAND,160135.0
3318,-121.83,38.45,32.0,2139.0,440.0,1154.0,411.0,3.2672,INLAND,114258.0
3319,-117.25,32.8,26.0,2442.0,659.0,1134.0,624.0,3.3274,NEAR OCEAN,298739.04
3320,-117.28,33.06,8.0,4172.0,1022.0,2585.0,941.0,4.0118,NEAR OCEAN,246664.0
3321,-118.31,33.72,26.0,2711.0,508.0,1372.0,459.0,4.1451,NEAR OCEAN,329320.02
3322,-117.21,33.34,10.0,5294.0,817.0,2312.0,810.0,5.4563,<1H OCEAN,286634.01
3323,-117.07,32.62,19.0,5016.0,1173.0,2750.0,1081.0,2.7838,NEAR OCEAN,132047.0
3324,-118.34,34.05,39.0,975.0,292.0,723.0,285.0,2.2725,<1H OCEAN,256179.02
3325,-119.81,36.6,24.0,2246.0,462.0,1291.0,394.0,2.4006,INLAND,69619.0
3326,-121.03,37.68,20.0,3204.0,625.0,2016.0,605.0,2.6567,INLAND,116041.0
3327,-118.14,34.06,27.0,5257.0,1082.0,3496.0,1036.0,3.3906,<1H OCEAN,268887.0
3328,-122.85,38.37,16.0,1762.0,293.0,810.0,297.0,4.4437,<1H OCEAN,225443.0
3329,-120.9,37.81,27.0,4213.0,750.0,2142.0,746.0,3.7031,INLAND,142145.0
3330,-118.09,34.7,6.0,4558.0,804.0,1543.0,563.0,2.8548,INLAND,120825.0
3331,-117.93,33.88,52.0,2157.0,362.0,1001.0,373.0,5.1237,<1H OCEAN,267785.01
3332,-116.99,32.72,13.0,1330.0,216.0,719.0,215.0,3.8295,<1H OCEAN,147970.0
3333,-122.13,37.75,30.0,414.0,54.0,137.0,50.0,4.975,NEAR BAY,288524.1
3334,-122.07,37.36,21.0,3244.0,426.0,1158.0,415.0,7.5,<1H OCEAN,407913.16
3335,-119.21,37.25,44.0,3042.0,697.0,335.0,115.0,4.1838,INLAND,130513.99
3336,-117.09,32.66,37.0,1232.0,330.0,1086.0,330.0,1.6389,NEAR OCEAN,92333.0
3337,-118.2,33.8,45.0,2456.0,495.0,1300.0,450.0,3.9792,NEAR OCEAN,233281.02
3338,-117.22,32.83,34.0,2936.0,597.0,1512.0,571.0,3.7841,NEAR OCEAN,223823.0
3339,-118.15,33.77,39.0,2428.0,634.0,1312.0,612.0,2.7212,NEAR OCEAN,227562.0
3340,-122.28,37.91,41.0,3009.0,482.0,1053.0,490.0,5.828,NEAR BAY,365396.06
3341,-122.3,37.91,40.0,2866.0,617.0,1305.0,589.0,3.6321,NEAR BAY,213581.0
3342,-117.86,33.9,17.0,1452.0,188.0,630.0,194.0,6.9113,<1H OCEAN,319121.04
3343,-117.89,33.9,16.0,1426.0,216.0,652.0,226.0,6.5284,<1H OCEAN,300735.02
3344,-118.43,34.29,39.0,1769.0,410.0,1499.0,390.0,3.1212,<1H OCEAN,170400.0
3345,-122.39,37.57,35.0,520.0,83.0,185.0,76.0,6.4865,NEAR OCEAN,401875.3
3346,-118.25,34.09,52.0,1866.0,470.0,1211.0,417.0,2.935,<1H OCEAN,195370.0
3347,-121.0,39.16,10.0,1170.0,225.0,537.0,194.0,3.2813,INLAND,142659.0
3348,-121.82,37.73,47.0,127.0,23.0,51.0,21.0,4.3472,INLAND,130177.99
3349,-121.28,38.6,25.0,1122.0,198.0,564.0,213.0,3.1654,INLAND,135312.0
3350,-117.28,34.12,47.0,2456.0,611.0,1653.0,512.0,1.3973,INLAND,74981.0
3351,-117.5,33.87,4.0,6755.0,1017.0,2866.0,850.0,5.0493,INLAND,177119.0
3352,-118.2,33.79,47.0,2549.0,626.0,1388.0,606.0,3.0135,NEAR OCEAN,209480.0
3353,-117.74,34.1,29.0,2742.0,488.0,2477.0,532.0,3.5072,INLAND,146691.0
3354,-118.37,34.09,38.0,4408.0,1295.0,1690.0,1229.0,3.0156,<1H OCEAN,345210.11
3355,-118.27,34.14,29.0,3768.0,1211.0,2320.0,1030.0,2.7685,<1H OCEAN,235659.0
3356,-117.08,32.77,31.0,1070.0,155.0,426.0,153.0,6.1628,NEAR OCEAN,336479.19
3357,-117.63,34.02,13.0,4864.0,729.0,2780.0,723.0,5.6168,INLAND,191624.0
3358,-118.3,33.74,23.0,3075.0,860.0,1584.0,806.0,2.9386,NEAR OCEAN,223776.0
3359,-119.22,35.68,16.0,2874.0,677.0,3078.0,651.0,1.8843,INLAND,62691.0
3360,-122.44,37.71,46.0,1230.0,247.0,895.0,257.0,5.3913,NEAR BAY,309690.05
3361,-122.27,37.55,15.0,1958.0,282.0,811.0,284.0,8.1221,NEAR BAY,413677.13
3362,-122.48,37.67,31.0,2609.0,433.0,1746.0,464.0,5.1054,NEAR OCEAN,300145.03
3363,-118.16,34.07,41.0,247.0,55.0,925.0,50.0,3.5769,<1H OCEAN,176362.0
3364,-122.66,37.93,42.0,1505.0,324.0,553.0,277.0,4.1792,NEAR OCEAN,329427.06
3365,-117.94,33.88,35.0,1694.0,296.0,679.0,282.0,4.3333,<1H OCEAN,215864.0
